timestamp,landmark_id,range,bearing
59.0,2,3.244330507710121,1.0865324782261478
59.0,18,3.957241563526538,0.0767406006054028
60.0,2,2.962971623062964,0.25386742203894
60.0,18,3.756906298209045,-0.8169261305036057
61.0,2,2.2075795708615322,0.4740038734738303
61.0,3,5.207941263263864,-0.1278780765264602
61.0,18,3.1946483252438105,-0.8251817931267769
62.0,2,1.3547735271532215,0.7078774528766865
62.0,3,4.034292240244295,-0.2637243730788169
63.0,3,3.0240595086306756,-0.3011821562564148
63.0,4,5.895945606084247,0.024855081429940994
63.0,14,5.577061278680702,1.0112827129291344
63.0,15,5.945179654516661,0.31709324033763214
64.0,3,2.1706396498310343,-0.4412433179169986
64.0,4,4.98107556590636,0.017208702198079236
64.0,15,4.960621086290936,0.48737401216064624
65.0,3,1.5209358040302934,-0.8027548435009924
65.0,4,4.111459244457738,0.020073578705475197
65.0,15,4.01801512112894,0.5374079773546072
66.0,4,3.0069381135132778,0.008387559852318567
66.0,5,5.938575910591939,0.49614079213776646
66.0,15,3.2348691559782496,0.6733867666713405
67.0,4,1.841043250669103,-0.1085411588920595
67.0,5,4.888261588701039,0.6194849270341407
67.0,11,5.801632736180425,-0.43898631380068764
67.0,15,2.6105993369907297,0.8769202449485647
68.0,4,0.9715636161959905,0.009703628312085362
68.0,5,4.304557798816824,0.7676346307201477
68.0,11,5.106385153273436,-0.70329285449499
69.0,5,3.6278592497265167,1.0578366593302004
69.0,11,4.251792704936606,-0.7549887457964265
70.0,11,3.527603035791447,-0.9602631967784832
71.0,5,3.2708063606129705,0.4828391486055796
71.0,6,5.971375126644431,0.8091677455464289
72.0,5,2.979137051746867,-0.3393229150995112
72.0,6,5.8009188004876,-0.07828120201519408
72.0,15,2.636386222981391,0.6903728848427205
